Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,AvgMonthlySpend
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0,5.452121212121212
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0,25.573235294117648
0,1,25,0,1010,30,186,9,2,2,1,25,883.8,1,35.352
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0,3.7458333333333336
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0,1.2852000000000001
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0,2.004166666666667
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0,4.198695652173913
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0,5.3478260869565215
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0,9.871875
11,0,15,0,6088,135,78,40,1,2,1,15,771.265,0,51.41766666666667
7,0,13,0,8628,165,66,38,4,1,1,45,384.825,0,29.601923076923075
3,0,14,2,2548,39,24,17,3,1,1,30,199.48,0,14.248571428571427
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0,142.3942857142857
0,1,7,0,1183,13,0,5,2,1,2,25,53.82,1,7.688571428571429
6,0,38,0,4125,68,3,17,2,1,1,25,202.185,0,5.320657894736843
0,0,39,0,73,2,5,4,2,1,1,25,25.875,0,0.6634615384615384
8,0,37,0,2208,57,357,24,2,1,1,25,1708.425,0,46.173648648648644
8,0,38,0,3953,63,0,35,1,1,1,15,220.88,0,5.812631578947368
1,0,38,0,2148,55,0,33,1,1,1,15,121.165,0,3.1885526315789474
9,0,38,1,3530,79,30,28,3,1,1,30,264.36,0,6.956842105263158
2,0,38,0,2115,36,283,18,3,1,1,30,1218.04,0,32.05368421052631
11,0,37,2,8870,118,142,43,3,1,1,30,927.52,0,25.068108108108106
5,0,38,0,13528,166,0,44,3,1,1,30,547.76,0,14.414736842105263
5,0,38,1,4270,80,0,25,3,1,1,30,174.0,0,4.578947368421052
4,0,38,0,5673,92,5,12,2,1,1,25,281.925,0,7.419078947368422
7,0,38,0,1993,51,6,17,3,1,1,30,105.76,0,2.783157894736842
23,0,38,3,14895,222,52,32,3,1,1,30,812.68,0,21.386315789473684
2,0,38,1,2850,24,481,8,3,1,1,30,2038.96,0,53.65684210526316
7,0,37,0,15240,179,148,30,2,1,1,25,1359.855,0,36.75283783783784
1,0,37,1,6255,83,184,26,3,1,1,30,989.52,0,26.743783783783783
0,0,37,0,630,11,0,11,2,1,1,25,28.845,0,0.7795945945945946
0,0,38,0,465,11,11,8,2,1,1,25,70.92,0,1.8663157894736842
0,0,37,0,0,0,0,0,2,1,1,25,0.0,1,0.0
1,0,37,0,7263,124,382,43,2,1,1,25,2051.415,0,55.44364864864865
5,0,37,1,11220,151,9,47,3,1,1,30,490.84,0,13.265945945945946
6,0,37,1,6473,72,106,37,2,1,1,25,771.525,0,20.852027027027027
21,1,33,0,710,44,14,17,2,1,1,25,96.93,1,2.9372727272727275
19,0,36,8,10190,90,0,42,4,1,1,45,257.0,0,7.138888888888889
11,1,36,1,5573,95,24,24,2,1,1,25,363.06,1,10.085
0,0,34,0,2595,19,0,14,3,1,1,30,104.56,0,3.0752941176470587
7,0,35,0,2745,38,7,16,3,1,1,30,139.32,1,3.9805714285714284
7,1,36,0,2023,41,32,31,3,1,1,30,210.56,1,5.848888888888889
0,0,36,0,0,0,0,0,3,1,1,30,0.0,1,0.0
0,0,36,0,1423,22,0,6,3,1,1,30,57.8,0,1.6055555555555554
1,0,33,1,6540,94,12,22,4,1,1,45,195.85,0,5.934848484848485
0,0,36,0,383,4,7,4,4,1,1,45,27.175,1,0.7548611111111111
0,0,36,1,93,1,2,2,5,1,1,55,4.41,0,0.1225
23,0,31,3,15830,235,0,80,2,1,1,25,722.925,0,23.32016129032258
4,0,34,3,6720,113,269,33,2,2,1,25,1517.985,0,44.64661764705882
0,0,36,0,3473,79,0,28,2,1,1,25,159.84,0,4.44
1,0,35,0,1420,41,36,20,3,1,1,30,202.44,0,5.784
4,0,36,0,2535,50,173,23,2,1,1,25,894.825,0,24.856250000000003
2,1,27,1,1070,33,191,11,2,2,1,25,909.135,0,33.67166666666667
2,0,26,0,1323,36,28,68,4,1,1,45,103.975,0,3.9990384615384613
9,0,27,0,455,22,8,7,2,1,1,25,57.465,0,2.1283333333333334
0,0,26,0,580,7,19,3,4,1,1,45,62.175,0,2.3913461538461536
8,0,25,0,980,29,17,13,2,1,1,25,121.905,0,4.8762
0,0,25,0,2980,58,6,23,3,1,1,30,145.52,0,5.8208
0,0,18,0,1450,23,26,14,2,1,1,25,183.285,0,10.1825
14,1,17,1,6148,138,83,42,1,2,1,15,802.23,0,47.19
10,0,15,0,8688,168,71,40,4,1,1,45,398.9,0,26.59333333333333
6,0,16,3,2608,42,29,19,3,1,1,30,222.0,0,13.875
0,0,9,1,4145,37,213,10,3,1,1,30,1019.28,0,113.25333333333333
1,1,9,1,1243,16,0,7,3,1,1,30,50.36,1,5.595555555555555
0,0,34,0,4005,62,0,13,2,1,1,25,183.015,0,5.382794117647059
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0,0.0
2,0,33,0,2088,51,347,20,2,1,1,25,1657.755,0,50.23500000000001
2,0,34,0,3833,57,0,31,2,1,1,25,175.05,0,5.148529411764706
0,0,34,0,2028,49,0,29,1,1,1,15,114.235,0,3.3598529411764706
3,0,34,0,3410,73,20,24,2,1,1,25,246.735,0,7.256911764705883
0,0,34,0,1995,30,273,14,3,1,1,30,1173.0,0,34.5
5,0,33,0,8750,112,132,39,3,1,1,30,882.48,0,26.741818181818182
0,0,34,0,13408,160,0,40,3,1,1,30,542.72,0,15.962352941176471
0,0,34,0,4150,74,0,21,3,1,1,30,168.96,0,4.969411764705883
0,0,34,0,5553,86,0,8,2,1,1,25,253.755,0,7.463382352941176
1,0,34,0,1873,45,0,13,3,1,2,30,76.72,0,2.256470588235294
17,0,34,1,14775,216,42,28,2,1,1,25,863.595,0,25.399852941176473
0,0,34,0,2730,18,471,4,3,1,1,30,1993.92,0,58.644705882352945
1,0,33,0,15120,173,138,26,2,1,1,25,1309.185,0,39.67227272727273
0,0,33,0,6135,77,174,22,3,1,1,30,944.48,0,28.62060606060606
0,0,33,0,510,5,0,7,2,1,2,25,23.175,0,0.7022727272727273
0,0,34,0,345,5,1,4,2,1,2,25,20.25,0,0.5955882352941176
0,0,33,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,33,0,7143,118,372,39,2,1,1,25,2000.745,0,60.62863636363636
0,0,33,0,11100,145,0,43,3,1,1,30,449.8,0,13.63030303030303
0,0,33,0,6353,66,96,33,2,1,1,25,720.855,0,21.84409090909091
15,0,29,0,590,38,4,13,2,1,2,25,46.26,1,1.5951724137931034
13,0,32,6,10070,84,0,38,4,1,1,45,253.85,0,7.9328125
5,1,32,0,5453,89,14,20,2,1,1,25,312.39,1,9.7621875
0,0,30,0,2475,13,0,10,3,1,1,30,99.52,0,3.317333333333333
1,1,31,0,2625,32,0,12,2,1,2,25,119.565,1,3.8569354838709677
1,0,32,0,1903,35,22,27,3,1,2,30,165.52,1,5.1725
0,1,32,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,32,0,1303,16,0,2,3,1,1,30,52.76,0,1.64875
0,0,29,0,6420,88,2,18,4,1,1,45,167.7,0,5.782758620689655
0,0,32,0,263,1,0,1,3,1,2,30,10.56,1,0.33
0,0,32,0,0,0,0,0,4,1,1,45,0.0,0,0.0
17,0,27,1,15710,229,0,76,2,1,1,25,717.255,0,26.565
0,0,30,1,6600,107,259,29,2,2,1,25,1467.315,0,48.9105
0,0,32,0,3353,73,0,24,2,1,1,25,154.17,0,4.8178125
0,0,31,0,1300,35,26,16,3,1,2,30,157.4,0,5.077419354838709
0,0,32,0,2415,44,163,19,2,1,1,25,844.155,0,26.37984375
0,0,23,0,950,27,181,7,2,2,1,25,858.465,0,37.3245652173913
0,0,22,0,1203,30,18,64,4,1,1,45,75.825,0,3.4465909090909093
3,0,23,0,335,16,0,3,2,1,2,25,15.795,0,0.6867391304347826
0,0,22,0,0,0,9,0,4,1,2,45,22.5,0,1.0227272727272727
2,0,21,0,860,23,7,9,2,1,1,25,71.235,0,3.392142857142857
0,0,21,0,2860,52,0,19,3,1,1,30,116.48,0,5.546666666666667
0,0,14,0,1330,17,16,10,2,1,1,25,132.615,0,9.4725
8,0,13,0,6028,132,73,38,1,2,1,15,740.3,0,56.94615384615384
4,0,11,0,8568,162,61,36,4,1,1,45,370.75,0,33.70454545454545
0,0,12,1,2488,36,19,15,3,1,1,30,176.96,0,14.746666666666668
0,0,5,0,4025,31,203,6,3,1,1,30,974.24,0,194.848
0,1,5,0,1123,10,0,3,2,1,2,25,50.985,1,10.197
4,0,40,0,4145,67,8,19,2,1,1,25,225.54,0,5.6385
0,0,41,0,93,1,10,6,2,1,2,25,49.23,0,1.2007317073170731
6,0,39,0,2228,56,362,26,2,1,1,25,1731.78,0,44.40461538461538
6,0,40,0,3973,62,4,37,2,1,1,25,199.575,0,4.989375
0,0,40,0,2168,54,5,35,1,1,1,15,149.71,0,3.74275
7,0,40,1,3550,78,35,30,3,1,1,30,285.12,0,7.128
0,0,40,0,2135,35,288,20,3,1,1,30,1238.8,0,30.97
9,0,39,2,8890,117,147,45,3,1,1,30,948.28,0,24.314871794871795
3,0,40,0,13548,165,3,46,3,1,1,30,560.52,0,14.013
3,0,40,1,4290,79,5,27,3,1,1,30,194.76,0,4.869
2,0,40,0,5693,91,10,14,2,1,1,25,305.28,0,7.632
5,0,40,0,2013,50,11,19,3,1,2,30,126.52,0,3.163
21,0,40,3,14915,221,57,34,3,1,1,30,833.44,0,20.836000000000002
0,0,40,1,2870,23,486,10,3,1,1,30,2059.72,0,51.492999999999995
5,0,39,0,15260,178,153,32,2,1,1,25,1383.21,0,35.46692307692308
0,0,39,1,6275,82,189,28,3,1,1,30,1010.28,0,25.904615384615383
0,0,39,0,650,10,3,13,2,1,2,25,43.2,0,1.1076923076923078
0,0,40,0,485,10,16,10,2,1,2,25,94.275,0,2.356875
0,0,39,0,0,0,3,0,2,1,2,25,13.5,1,0.34615384615384615
0,0,39,0,7283,123,387,45,2,1,1,25,2074.77,0,53.199230769230766
3,0,39,1,11240,150,14,49,3,1,1,30,511.6,0,13.11794871794872
4,0,39,1,6493,71,111,39,2,1,1,25,794.88,0,20.38153846153846
19,0,35,0,730,43,19,19,2,1,2,25,120.285,1,3.436714285714286
17,0,38,8,10210,89,4,44,4,2,1,45,267.475,0,7.038815789473685
9,0,38,1,5593,94,29,26,2,1,1,25,386.415,1,10.168815789473685
0,0,36,0,2615,18,3,16,3,1,1,30,117.32,0,3.2588888888888885
5,1,37,0,2765,37,12,18,2,1,2,25,180.09,1,4.867297297297298
5,0,38,0,2043,40,37,33,3,1,2,30,231.32,1,6.0873684210526315
0,0,38,0,0,0,3,0,3,1,2,30,12.0,1,0.3157894736842105
0,0,38,0,1443,21,3,8,3,1,1,30,70.56,0,1.8568421052631578
0,0,35,1,6560,93,17,24,4,1,1,45,208.825,0,5.966428571428571
0,1,38,0,403,3,12,6,4,1,2,45,40.15,1,1.056578947368421
0,0,38,1,0,0,7,0,5,1,1,55,10.5,0,0.27631578947368424
21,0,33,3,15850,234,3,82,2,1,1,25,737.28,0,22.34181818181818
2,0,36,3,6740,112,274,35,2,2,1,25,1541.34,0,42.815
0,0,38,0,3493,78,5,30,2,1,1,25,183.195,0,4.820921052631578
0,0,37,0,1440,40,41,22,3,1,2,30,223.2,0,6.032432432432432
2,0,38,0,2555,49,178,25,2,1,1,25,918.18,0,24.162631578947366
0,0,29,1,1090,32,196,13,2,2,1,25,932.49,0,32.1548275862069
0,0,28,0,1343,35,33,70,4,1,1,45,116.95,0,4.176785714285715
7,0,29,0,475,21,13,9,2,1,2,25,80.82,0,2.7868965517241375
0,0,28,0,600,6,24,5,4,1,2,45,75.15,0,2.6839285714285714
6,0,27,0,1000,28,22,15,2,1,1,25,145.26,0,5.38
0,0,27,0,3000,57,11,25,3,1,1,30,166.28,0,6.158518518518519
0,0,20,0,1470,22,31,16,2,1,1,25,206.64,0,10.331999999999999
12,0,19,1,6168,137,88,44,1,2,1,15,830.775,0,43.725
8,0,17,0,8708,167,76,42,4,1,1,45,411.875,0,24.227941176470587
4,0,18,3,2628,41,34,21,3,1,1,30,242.76,0,13.486666666666666
0,0,11,1,4165,36,218,12,3,1,1,30,1040.04,0,94.5490909090909
0,1,11,1,1263,15,3,9,3,1,1,30,63.12,1,5.738181818181818
2,0,32,0,3985,63,0,11,2,1,1,25,182.16,0,5.6925
0,0,33,0,0,0,0,0,2,1,2,25,0.0,0,0.0
4,0,31,0,2068,52,342,18,2,1,1,25,1634.4,0,52.722580645161294
4,0,32,0,3813,58,0,29,1,1,1,15,212.905,0,6.65328125
0,0,32,0,2008,50,0,27,1,1,1,15,113.19,0,3.5371875
5,0,32,0,3390,74,15,22,2,1,1,25,223.38,0,6.980625
0,0,32,0,1975,31,268,12,3,1,1,30,1152.24,0,36.0075
7,0,31,0,8730,113,127,37,3,1,1,30,861.72,0,27.79741935483871
1,0,32,0,13388,161,0,38,3,1,1,30,541.96,0,16.93625
1,0,32,0,4130,75,0,19,3,1,1,30,168.2,0,5.25625
0,0,32,0,5533,87,0,6,2,1,1,25,252.9,0,7.903125
3,0,32,0,1853,46,0,11,3,1,2,30,75.96,0,2.37375
19,0,32,1,14755,217,37,26,3,1,1,30,746.88,0,23.34
0,0,32,0,2710,19,466,2,3,1,1,30,1973.16,0,61.66125
3,0,31,0,15100,174,133,24,2,1,1,25,1285.83,0,41.47838709677419
0,0,31,0,6115,78,169,20,3,1,1,30,923.72,0,29.79741935483871
0,0,31,0,490,6,0,5,2,1,2,25,22.32,0,0.72
0,0,32,0,325,6,0,2,2,1,2,25,14.895,0,0.46546875
0,0,31,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,31,0,7123,119,367,37,2,1,1,25,1977.39,0,63.78677419354839
1,0,31,0,11080,146,0,41,3,1,1,30,449.04,0,14.485161290322582
2,0,31,0,6333,67,91,31,2,1,1,25,697.5,0,22.5
17,0,27,0,570,39,0,11,2,1,2,25,27.405,1,1.0150000000000001
15,0,30,6,10050,85,0,36,4,1,1,45,253.375,0,8.445833333333333
7,0,30,0,5433,90,9,18,2,1,1,25,289.035,1,9.634500000000001
0,0,28,0,2455,14,0,8,3,1,1,30,98.76,0,3.527142857142857
3,1,29,0,2605,33,0,10,2,1,2,25,118.71,1,4.093448275862069
3,0,30,0,1883,36,17,25,3,1,2,30,144.76,1,4.825333333333333
0,0,30,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,30,0,1283,17,0,5,3,1,1,30,52.0,0,1.7333333333333334
0,0,27,0,6400,89,0,16,4,1,1,45,162.225,0,6.008333333333333
0,1,30,0,0,0,0,0,4,1,2,45,0.0,1,0.0
0,0,30,0,0,0,0,0,4,1,1,45,0.0,0,0.0
19,0,25,1,15690,230,0,74,2,1,1,25,716.4,0,28.656
0,0,28,1,6580,108,254,27,2,2,1,25,1443.96,0,51.57
0,0,30,0,3333,74,0,22,2,1,1,25,153.315,0,5.1105
0,0,29,0,1280,36,21,14,3,1,2,30,136.64,0,4.711724137931034
0,0,30,0,2395,45,158,17,2,1,1,25,820.8,0,27.36
0,0,21,0,930,28,176,5,2,2,1,25,835.11,0,39.76714285714286
0,0,20,0,1183,31,13,62,4,1,1,45,62.85,0,3.1425
5,0,21,0,315,17,0,1,2,1,2,25,14.94,0,0.7114285714285714
0,0,20,0,0,0,4,0,4,1,2,45,10.0,0,0.5
4,0,19,0,840,24,2,7,2,1,1,25,47.88,0,2.52
0,0,19,0,2840,53,0,17,3,1,1,30,115.72,0,6.090526315789473
0,0,12,0,1310,18,11,8,2,1,1,25,109.26,0,9.105
10,0,11,0,6008,133,68,36,1,2,1,15,711.755,0,64.705
6,0,9,0,8548,163,56,34,4,1,1,45,357.775,0,39.75277777777777
2,0,10,1,2468,37,14,13,3,1,1,30,156.2,0,15.62
0,0,3,0,4005,32,198,4,3,1,1,30,953.48,0,317.82666666666665
0,0,3,0,1103,11,0,1,2,1,1,25,50.13,1,16.71
8,0,42,0,4325,75,13,21,3,1,1,30,228.0,0,5.428571428571429
0,0,43,0,273,9,15,8,2,1,2,25,80.19,0,1.8648837209302325
10,0,41,0,2408,64,367,28,3,1,1,30,1566.88,0,38.21658536585366
10,0,42,0,4153,70,9,39,1,1,1,15,281.765,0,6.708690476190476
3,0,42,0,2348,62,10,37,1,1,1,15,187.55,0,4.465476190476191
11,0,42,1,3730,86,40,32,3,1,1,30,312.64,0,7.443809523809524
4,0,42,0,2315,43,293,22,3,1,1,30,1266.32,0,30.15047619047619
13,0,41,2,9070,125,152,47,3,1,1,30,975.8,0,23.799999999999997
7,0,42,0,13728,173,8,48,3,1,1,30,588.04,0,14.00095238095238
7,0,42,1,4470,87,10,29,3,1,1,30,222.28,0,5.292380952380952
6,0,42,0,5873,99,15,16,3,1,1,30,298.88,0,7.116190476190476
9,1,42,0,2193,58,16,21,3,1,2,30,154.04,0,3.6676190476190476
25,0,42,3,15095,229,62,36,3,1,1,30,860.96,0,20.49904761904762
4,0,42,1,3050,31,491,12,3,1,1,30,2087.24,0,49.69619047619047
9,0,41,0,15440,186,158,34,2,1,1,25,1414.17,0,34.491951219512195
3,0,41,1,6455,90,194,30,3,1,1,30,1037.8,0,25.31219512195122
0,0,41,0,830,18,8,15,2,1,2,25,74.16,0,1.8087804878048779
2,0,42,0,665,18,21,12,3,1,2,30,111.32,0,2.65047619047619
0,0,41,0,0,0,8,0,2,1,2,25,36.0,1,0.8780487804878049
3,0,41,0,7463,131,392,47,2,1,1,25,2105.73,0,51.35926829268293
7,0,41,1,11420,158,19,51,4,1,1,45,336.95,0,8.21829268292683
8,0,41,1,6673,79,116,41,2,1,1,25,825.84,0,20.142439024390246
23,1,37,0,910,51,24,21,2,1,2,25,151.245,1,4.087702702702702
21,1,40,8,10390,97,9,46,5,2,1,55,170.805,0,4.270125
13,0,40,1,5773,102,34,28,2,1,1,25,417.375,0,10.434375
1,0,38,0,2795,26,8,18,3,1,1,30,144.84,0,3.811578947368421
9,1,39,0,2945,45,17,20,3,1,2,30,187.6,1,4.81025641025641
9,0,40,0,2223,48,42,35,3,1,2,30,258.84,1,6.470999999999999
0,0,40,0,88,6,8,6,3,1,2,30,35.76,1,0.8939999999999999
1,0,40,0,1623,29,8,10,3,1,1,30,98.08,0,2.452
3,0,37,1,6740,101,22,26,5,1,1,55,135.615,0,3.6652702702702706
0,1,40,0,583,11,17,8,4,1,2,45,57.35,1,1.43375
0,0,40,1,293,8,12,6,5,1,1,55,22.515,0,0.562875
25,0,35,3,16030,242,8,84,2,1,1,25,768.24,0,21.949714285714286
6,0,38,3,6920,120,279,37,2,2,1,25,1572.3,0,41.376315789473686
2,0,40,0,3673,86,10,32,2,1,1,25,214.155,0,5.353875
3,0,39,0,1620,48,46,24,3,1,2,30,250.72,0,6.428717948717948
6,0,40,0,2735,57,183,27,2,1,1,25,949.14,0,23.7285
4,0,31,1,1270,40,201,15,2,2,1,25,963.45,0,31.07903225806452
4,0,30,0,1523,43,38,72,4,1,1,45,134.15,0,4.471666666666667
11,0,31,0,655,29,18,11,2,1,2,25,111.78,0,3.6058064516129034
0,0,30,0,780,14,29,7,4,1,2,45,92.35,0,3.078333333333333
10,0,29,0,1180,36,27,17,2,1,1,25,176.22,0,6.076551724137931
2,0,29,0,3180,65,16,27,3,1,1,30,193.8,0,6.682758620689656
2,0,22,0,1650,30,36,18,2,1,1,25,237.6,0,10.799999999999999
16,0,21,1,6348,145,93,46,2,2,1,25,710.685,0,33.84214285714285
12,0,19,0,8888,175,81,44,4,1,1,45,429.075,0,22.582894736842103
8,0,20,3,2808,49,39,23,3,1,1,30,270.28,0,13.514
2,0,13,1,4345,44,223,14,3,1,1,30,1067.56,0,82.11999999999999
3,0,13,1,1443,23,8,11,3,1,1,30,90.64,1,6.972307692307693
0,0,30,0,3805,55,0,9,2,1,1,25,173.7,0,5.79
0,0,31,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,29,0,1888,44,337,16,2,1,1,25,1603.44,0,55.291034482758626
0,0,30,0,3633,50,0,27,1,1,1,15,202.565,0,6.752166666666667
0,0,30,0,1828,42,0,25,1,1,1,15,102.85,0,3.4283333333333332
1,0,30,0,3210,66,10,20,2,1,1,25,192.42,0,6.414
0,0,30,0,1795,23,263,10,3,1,1,30,1124.72,0,37.49066666666667
3,0,29,0,8550,105,122,35,3,1,1,30,834.2,0,28.76551724137931
0,0,30,0,13208,153,0,36,3,1,1,30,534.44,0,17.814666666666668
0,0,30,0,3950,67,0,17,3,1,1,30,160.68,0,5.356
0,0,30,0,5353,79,0,4,2,1,1,25,244.44,0,8.148
0,0,30,0,1673,38,0,9,3,1,2,30,68.44,0,2.2813333333333334
15,0,30,1,14575,209,32,24,2,1,1,25,809.28,0,26.976
0,0,30,0,2530,11,461,7,3,1,1,30,1945.64,0,64.85466666666667
0,0,29,0,14920,166,128,22,2,1,1,25,1254.87,0,43.27137931034483
0,0,29,0,5935,70,164,18,3,1,1,30,896.2,0,30.903448275862072
0,0,29,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,30,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,29,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,29,0,6943,111,362,35,2,1,1,25,1946.43,0,67.11827586206897
0,0,29,0,10900,138,0,39,3,1,1,30,441.52,0,15.224827586206896
0,0,29,0,6153,59,86,29,2,1,1,25,666.54,0,22.984137931034482
13,1,25,0,390,31,0,9,2,1,2,25,18.945,1,0.7578
11,0,28,6,9870,77,0,34,4,2,1,45,248.675,0,8.88125
3,0,28,0,5253,82,4,16,2,1,1,25,258.075,1,9.216964285714285
0,0,26,0,2275,6,0,6,3,1,1,30,91.24,0,3.509230769230769
0,1,27,0,2425,25,0,8,2,1,2,25,110.25,1,4.083333333333333
0,1,28,0,1703,28,12,23,3,1,2,30,117.24,1,4.187142857142857
0,0,28,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,28,0,0,0,0,0,3,1,1,30,0.0,0,0.0
0,0,25,0,6220,81,0,14,4,1,1,45,157.525,0,6.301
0,0,28,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,1,28,0,0,0,0,0,4,1,1,45,0.0,1,0.0
15,0,23,1,15510,222,0,72,2,1,1,25,707.94,0,30.78
0,0,26,1,6400,100,249,25,2,2,1,25,1413.0,0,54.34615384615385
0,0,28,0,3153,66,0,20,2,1,1,25,144.855,0,5.173392857142857
0,0,27,0,1100,28,16,12,3,1,2,30,109.12,0,4.0414814814814815
0,0,28,0,2215,37,153,15,2,1,1,25,789.84,0,28.208571428571428
0,0,19,0,750,20,171,3,2,2,1,25,804.15,0,42.32368421052632
0,0,18,0,1003,23,8,60,4,1,1,45,45.65,0,2.536111111111111
0,0,19,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,18,0,0,0,0,0,4,1,2,45,0.0,0,0.0
0,0,17,0,660,16,0,5,2,1,1,25,30.42,0,1.7894117647058825
0,0,17,0,2660,45,0,15,3,1,1,30,108.2,0,6.364705882352942
0,0,10,0,1130,10,6,6,2,1,1,25,78.3,0,7.83
6,0,9,0,5828,125,63,34,1,2,1,15,673.915,0,74.87944444444445
2,0,7,0,8368,155,51,32,4,1,1,45,340.575,0,48.653571428571425
0,0,8,1,2288,29,9,11,3,1,1,30,128.68,0,16.085
0,0,3,0,3825,24,193,2,2,1,1,25,1041.705,0,347.23499999999996
0,0,3,0,0,0,0,0,2,1,1,25,0.0,1,0.0
5,0,39,0,4245,73,9,20,2,1,1,25,234.81,0,6.020769230769231
0,0,40,0,193,7,11,7,2,1,2,25,58.5,0,1.4625
7,0,38,0,2328,62,363,27,2,1,1,25,1741.05,0,45.81710526315789
7,0,39,0,4073,68,5,38,1,1,1,15,255.255,0,6.545
0,0,39,0,2268,60,6,36,1,1,1,15,161.04,0,4.129230769230769
8,0,39,0,3650,84,36,31,2,1,1,25,330.03,0,8.462307692307691
1,0,39,0,2235,41,289,21,3,1,1,30,1247.04,0,31.975384615384616
10,0,38,1,8990,123,148,46,3,1,1,30,956.52,0,25.17157894736842
4,0,39,0,13648,171,4,47,3,1,1,30,568.76,0,14.583589743589743
4,0,39,0,4390,85,6,28,3,1,1,30,203.0,0,5.205128205128205
3,0,39,0,5793,97,11,15,2,1,1,25,314.55,0,8.065384615384616
6,0,39,0,2113,56,12,20,3,1,2,30,134.76,0,3.4553846153846153
22,0,39,2,15015,227,58,35,3,1,1,30,841.68,0,21.58153846153846
1,0,39,0,2970,29,487,11,3,1,1,30,2067.96,0,53.02461538461539
6,0,38,0,15360,184,154,33,2,1,1,25,1392.48,0,36.64421052631579
0,0,38,0,6375,88,190,29,3,1,1,30,1018.52,0,26.80315789473684
0,0,38,0,750,16,4,14,2,1,2,25,52.47,0,1.3807894736842106
0,0,39,0,585,16,17,11,2,1,2,25,103.545,0,2.6550000000000002
0,0,38,0,0,0,4,0,2,1,2,25,18.0,1,0.47368421052631576
0,0,38,0,7383,129,388,46,2,1,1,25,2084.04,0,54.84315789473684
4,0,38,0,11340,156,15,50,3,1,1,30,519.84,0,13.680000000000001
5,0,38,0,6593,77,112,40,2,1,1,25,804.15,0,21.16184210526316
20,1,34,0,830,49,20,20,2,1,2,25,129.555,1,3.8104411764705883
18,0,37,7,10310,95,5,45,4,2,1,45,272.625,0,7.368243243243243
10,0,37,0,5693,100,30,27,2,1,1,25,395.685,1,10.694189189189188
0,0,35,0,2715,24,4,17,3,1,1,30,125.56,0,3.5874285714285716
6,1,36,0,2865,43,13,19,2,1,2,25,189.36,1,5.260000000000001
6,1,37,0,2143,46,38,34,3,1,2,30,239.56,1,6.474594594594595
0,0,37,0,8,4,4,5,3,1,2,30,16.48,1,0.4454054054054054
0,0,37,0,1543,27,4,9,3,1,1,30,78.8,0,2.1297297297297297
0,0,34,0,6660,99,18,25,4,1,1,45,213.975,0,6.293382352941176
0,1,37,0,503,9,13,7,4,1,2,45,45.3,1,1.2243243243243243
0,0,37,0,213,6,8,5,5,1,1,55,15.285,0,0.4131081081081081
22,0,32,2,15950,240,4,83,2,1,1,25,746.55,0,23.3296875
3,0,35,2,6840,118,275,36,2,2,1,25,1550.61,0,44.30314285714285
0,0,37,0,3593,84,6,31,2,1,1,25,192.465,0,5.201756756756756
0,0,36,0,1540,46,42,23,3,1,2,30,231.44,0,6.428888888888888
3,0,37,0,2655,55,179,26,2,1,1,25,927.45,0,25.06621621621622
1,0,28,0,1190,38,197,14,2,2,1,25,941.76,0,33.63428571428572
1,0,27,0,1443,41,34,71,4,1,1,45,122.1,0,4.522222222222222
8,0,28,0,575,27,14,10,2,1,2,25,90.09,0,3.2175000000000002
0,0,27,0,700,12,25,6,4,1,2,45,80.3,0,2.974074074074074
7,0,26,0,1100,34,23,16,2,1,1,25,154.53,0,5.943461538461539
0,0,26,0,3100,63,12,26,3,1,1,30,174.52,0,6.712307692307693
0,0,19,0,1570,28,32,17,2,1,1,25,215.91,0,11.363684210526316
13,0,18,0,6268,143,89,45,1,2,1,15,842.105,0,46.783611111111114
9,0,16,0,8808,173,77,43,4,1,1,45,417.025,0,26.0640625
5,0,17,2,2728,47,35,22,3,1,1,30,251.0,0,14.764705882352942
0,0,10,0,4265,42,219,13,3,1,1,30,1048.28,0,104.828
0,1,10,0,1363,21,4,10,2,1,1,25,80.28,1,8.028
1,0,33,0,3885,57,0,10,2,1,1,25,177.39,0,5.375454545454545
